2020-09	8
2020-10	2
2020-11	2
2020-12	10
2021-01	13
2021-02	2
2021-03	5
2021-04	6
2021-06	15
2021-07	5
2021-08	2
2021-09	12
2021-10	6
2021-11	12
2021-12	19
2022-01	22
2022-02	1
2022-03	6
2022-04	14
2022-05	7
2022-06	28
2022-07	7
